0,wrd_length,total_char,syl_count,syl_sum,sentiment
Young shouts of moneyed voices in Clive Kempthorpe's rooms.,"[5, 6, 2, 7, 6, 2, 5, 10, 2, 5]",50,[1 1 1 1 1 1 1 2 0 1],10,0.1
"Palefaces: they hold their ribs with laughter, one clasping another.","[9, 4, 4, 5, 4, 4, 8, 3, 8, 7]",56,[3 1 1 1 1 1 2 1 2 3],16,0.0
"O, I shall expire!","[1, 1, 5, 6]",13,[1 1 1 2],5,0.0
"Break the news to her gently, Aubrey!","[5, 3, 4, 2, 3, 6, 6]",29,[2 1 1 1 1 2 2],10,0.25
I shall die!,"[1, 5, 3]",9,[1 1 1],3,0.0
"With slit ribbons of his shirt whipping the air he hops and hobbles round the table, with trousers down at heels, chased by Ades of Magdalen with the tailor's shears.","[4, 4, 7, 2, 3, 5, 8, 3, 3, 2, 4, 3, 7, 5, 3, 5, 4, 8, 4, 2, 5, 6, 2, 4, 2, 8, 4, 3, 6, 2, 6]",134,[1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 1 1 2 0 2],37,-0.177777777778
A scared calf's face gilded with marmalade.,"[1, 6, 4, 2, 4, 6, 4, 9]",36,[1 1 1 0 1 1 1 3],9,0.0
I don't want to be debagged!,"[1, 2, 3, 4, 2, 2, 8]",22,[1 1 0 1 1 1 2],7,0.0
Don't you play the giddy ox with me!,"[2, 3, 3, 4, 3, 5, 2, 4, 2]",28,[1 0 1 1 1 2 1 1 1],9,0.0
Shouts from the open window startling evening in the quadrangle.,"[6, 4, 3, 4, 6, 9, 7, 2, 3, 10]",54,[1 1 1 2 2 2 3 1 1 2],16,-0.25
"A deaf gardener, aproned, masked with Matthew Arnold's face, pushes his mower on the sombre lawn watching narrowly the dancing motes of grasshalms.","[1, 4, 8, 7, 6, 4, 7, 6, 2, 4, 6, 3, 5, 2, 3, 6, 4, 8, 8, 3, 7, 5, 2, 10]",121,[1 2 3 2 1 1 2 2 0 1 1 1 2 1 1 1 1 2 3 1 2 1 1 2],35,-0.2
To ourselves... new paganism... omphalos.,"[2, 9, 3, 8, 8]",30,[1 2 1 3 3],10,0.136363636364
"--Let him stay, Stephen said.","[3, 3, 4, 7, 4]",21,[1 1 1 2 1],6,0.0
There's nothing wrong with him except at night.,"[5, 2, 7, 5, 4, 3, 6, 2, 5]",39,[1 0 2 1 1 1 2 1 1],10,-0.5
--Then what is it?,"[4, 4, 2, 2]",12,[1 1 1 1],4,0.0
Buck Mulligan asked impatiently.,"[4, 8, 5, 11]",28,[1 3 1 5],10,-0.2
Cough it up.,"[5, 2, 2]",9,[1 1 1],3,0.0
I'm quite frank with you.,"[1, 2, 5, 5, 4, 3]",20,[1 0 1 1 1 1],5,0.0
What have you against me now?,"[4, 4, 3, 7, 2, 3]",23,[1 1 1 2 1 1],7,0.0
"They halted, looking towards the blunt cape of Bray Head that lay on the water like the snout of a sleeping whale.","[4, 6, 7, 7, 3, 5, 4, 2, 4, 4, 4, 3, 2, 3, 5, 4, 3, 5, 2, 1, 8, 5]",91,[1 1 2 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 1],27,0.0
Stephen freed his arm quietly.,"[7, 5, 3, 3, 7]",25,[2 0 1 1 3],7,0.0
--Do you wish me to tell you?,"[2, 3, 4, 2, 2, 4, 3]",20,[1 1 1 1 1 1 1],7,0.0
he asked.,"[2, 5]",7,[1 1],2,0.0
"--Yes, what is it?","[3, 4, 2, 2]",11,[0 1 1 1],3,0.0
Buck Mulligan answered.,"[4, 8, 8]",20,[1 3 2],6,0.0
I don't remember anything.,"[1, 2, 3, 8, 8]",22,[1 1 0 3 3],8,0.0
He looked in Stephen's face as he spoke.,"[2, 6, 2, 7, 2, 4, 2, 2, 5]",32,[1 1 1 2 0 1 1 1 1],9,0.0
"A light wind passed his brow, fanning softly his fair uncombed hair and stirring silver points of anxiety in his eyes.","[1, 5, 4, 6, 3, 4, 7, 6, 3, 4, 8, 4, 3, 8, 6, 6, 2, 7, 2, 3, 4]",96,[1 1 1 1 1 1 2 2 1 1 2 1 1 2 2 1 1 4 1 1 0],28,0.4
"Stephen, depressed by his own voice, said:  --Do you remember the first day I went to your house after my mother's death?","[7, 9, 2, 3, 3, 5, 4, 2, 3, 8, 3, 5, 3, 1, 4, 2, 4, 5, 5, 2, 6, 2, 5]",93,[2 2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 2 1 2 0 2],29,0.425
Buck Mulligan frowned quickly and said:  --What?,"[4, 8, 7, 7, 3, 4, 4]",37,[1 3 1 2 1 1 1],10,0.333333333333
Where?,[5],5,[1],1,0.0
I can't remember anything.,"[1, 2, 3, 8, 8]",22,[1 1 0 3 3],8,0.0
I remember only ideas and sensations.,"[1, 8, 4, 5, 3, 10]",31,[1 3 2 3 1 3],13,0.0
Why?,[3],3,[1],1,0.0
What happened in the name of God?,"[4, 8, 2, 3, 4, 2, 3]",26,[1 2 1 1 1 1 1],8,0.0
"--You were making tea, Stephen said, and went across the landing to get more hot water.","[3, 4, 6, 3, 7, 4, 3, 4, 6, 3, 7, 2, 3, 4, 3, 5]",67,[1 1 2 2 2 1 1 1 2 1 2 1 1 1 1 2],22,0.375
Your mother and some visitor came out of the drawingroom.,"[4, 6, 3, 4, 7, 4, 3, 2, 3, 11]",47,[1 2 1 1 3 1 1 1 1 3],15,0.0
She asked you who was in your room.,"[3, 5, 3, 3, 3, 2, 4, 4]",27,[0 1 1 1 1 1 1 1],7,0.0
--Yes?,[3],3,[0],0,0.0
Buck Mulligan said.,"[4, 8, 4]",16,[1 3 1],5,0.0
What did I say?,"[4, 3, 1, 3]",11,[1 1 1 1],4,0.0
I forget.,"[1, 6]",7,[1 2],3,0.0
"--You said, Stephen answered, _O, it's only Dedalus whose mother is beastly dead._  A flush which made him seem younger and more engaging rose to Buck Mulligan's cheek.","[3, 4, 7, 8, 1, 2, 2, 4, 7, 5, 6, 2, 7, 4, 1, 5, 5, 4, 3, 4, 7, 3, 4, 8, 4, 2, 4, 8, 2, 5]",131,[1 1 2 2 1 1 0 2 3 1 2 1 3 2 1 1 1 1 1 1 2 1 1 3 1 1 1 3 0 1],42,0.216666666667
--Did I say that?,"[3, 1, 3, 4]",11,[1 1 1 1],4,0.0
he asked.,"[2, 5]",7,[1 1],2,0.0
Well?,[4],4,[1],1,0.0
What harm is that?,"[4, 4, 2, 4]",14,[1 1 1 1],4,0.0
He shook his constraint from him nervously.,"[2, 5, 3, 10, 4, 3, 9]",36,[1 1 1 2 1 1 3],10,0.0
"--And what is death, he asked, your mother's or yours or my own?","[3, 4, 2, 5, 2, 5, 4, 6, 2, 2, 5, 2, 2, 3]",47,[1 1 1 2 1 1 1 2 0 1 1 1 1 1],15,0.6
You saw only your mother die.,"[3, 3, 4, 4, 6, 3]",23,[1 1 2 1 2 1],8,0.0
I see them pop off every day in the Mater and Richmond and cut up into tripes in the dissectingroom.,"[1, 3, 4, 3, 3, 5, 3, 2, 3, 5, 3, 8, 3, 3, 2, 4, 6, 2, 3, 14]",80,[1 1 1 1 1 3 1 1 1 2 1 2 1 1 1 2 1 1 1 4],28,0.0
It's a beastly thing and nothing else.,"[2, 2, 1, 7, 5, 3, 7, 4]",31,[1 0 1 3 1 1 2 1],10,0.0
It simply doesn't matter.,"[2, 6, 4, 3, 6]",21,[1 2 0 0 2],5,0.0
You wouldn't kneel down to pray for your mother on her deathbed when she asked you.,"[3, 5, 3, 5, 4, 2, 4, 3, 4, 6, 2, 3, 8, 4, 3, 5, 3]",67,[1 1 0 1 1 1 1 1 1 2 1 1 2 1 0 1 1],17,-0.155555555556
Why?,[3],3,[1],1,0.0
"Because you have the cursed jesuit strain in you, only it's injected the wrong way.","[7, 3, 4, 3, 6, 6, 6, 2, 3, 4, 2, 2, 8, 3, 5, 3]",67,[2 1 1 1 1 2 1 1 1 2 1 0 2 1 1 1],19,-0.25
To me it's all a mockery and beastly.,"[2, 2, 2, 2, 3, 1, 7, 3, 7]",29,[1 1 1 0 1 1 3 1 3],12,0.0
Her cerebral lobes are not functioning.,"[3, 8, 5, 3, 3, 11]",33,[1 3 1 1 1 3],10,0.0
She calls the doctor sir Peter Teazle and picks buttercups off the quilt.,"[3, 5, 3, 6, 3, 5, 6, 3, 5, 10, 3, 3, 5]",60,[0 1 1 2 1 2 2 1 1 3 1 1 1],17,0.0
Humour her till it's over.,"[6, 3, 4, 2, 2, 4]",21,[2 1 1 1 0 2],7,0.0
You crossed her last wish in death and yet you sulk with me because I don't whinge like some hired mute from Lalouette's.,"[3, 7, 3, 4, 4, 2, 5, 3, 3, 3, 4, 4, 2, 7, 1, 2, 3, 6, 4, 4, 5, 4, 4, 9, 2]",98,[1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 2 0],26,0.0
Absurd!,[6],6,[2],2,-0.625
I suppose I did say it.,"[1, 7, 1, 3, 3, 2]",17,[1 2 1 1 1 1],7,0.0
I didn't mean to offend the memory of your mother.,"[1, 3, 3, 4, 2, 6, 3, 6, 2, 4, 6]",40,[1 1 0 2 1 2 1 3 1 1 2],15,-0.3125
He had spoken himself into boldness.,"[2, 3, 6, 7, 4, 8]",30,[1 1 2 2 2 2],10,0.0
"Stephen, shielding the gaping wounds which the words had left in his heart, said very coldly:  --I am not thinking of the offence to my mother.","[7, 9, 3, 6, 6, 5, 3, 5, 3, 4, 2, 3, 5, 4, 4, 6, 1, 2, 3, 8, 2, 3, 7, 2, 2, 6]",111,[2 3 1 2 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 2 1 1 2 1 1 2],36,0.195
--Of what then?,"[2, 4, 4]",10,[1 1 1],3,0.0
Buck Mulligan asked.,"[4, 8, 5]",17,[1 3 1],5,0.0
"--Of the offence to me, Stephen answered.","[2, 3, 7, 2, 2, 7, 8]",31,[1 1 2 1 1 2 2],10,0.0
Buck Mulligan swung round on his heel.,"[4, 8, 5, 5, 2, 3, 4]",31,[1 3 1 1 1 1 1],9,-0.2
"--O, an impossible person!","[1, 2, 10, 6]",19,[1 1 3 2],7,-0.833333333333
he exclaimed.,"[2, 9]",11,[1 2],3,0.0
He walked off quickly round the parapet.,"[2, 6, 3, 7, 5, 3, 7]",33,[1 1 1 2 1 1 3],10,-0.2
"Stephen stood at his post, gazing over the calm sea towards the headland.","[7, 5, 2, 3, 4, 6, 4, 3, 4, 3, 7, 3, 8]",59,[2 1 1 1 1 2 2 1 1 2 2 1 3],20,0.3
Sea and headland now grew dim.,"[3, 3, 8, 3, 4, 3]",24,[2 1 3 1 1 1],9,0.1
"Pulses were beating in his eyes, veiling their sight, and he felt the fever of his cheeks.","[6, 4, 7, 2, 3, 4, 7, 5, 5, 3, 2, 4, 3, 5, 2, 3, 6]",71,[1 1 3 1 1 0 2 1 1 1 1 1 1 2 1 1 1],20,0.0
"A voice within the tower called loudly:  --Are you up there, Mulligan?","[1, 5, 6, 3, 5, 6, 6, 3, 3, 2, 5, 8]",53,[1 1 2 1 2 1 2 1 1 1 1 3],17,0.1
"--I'm coming, Buck Mulligan answered.","[1, 2, 6, 4, 8, 8]",29,[1 0 2 1 3 2],9,0.0
He turned towards Stephen and said:  --Look at the sea.,"[2, 6, 7, 7, 3, 4, 4, 2, 3, 3]",41,[1 1 2 2 1 1 1 1 1 2],13,0.0
What does it care about offences?,"[4, 4, 2, 4, 5, 8]",27,[1 0 1 1 2 2],7,0.0
"Chuck Loyola, Kinch, and come on down.","[5, 6, 5, 3, 4, 2, 4]",29,[1 2 1 1 1 1 1],8,-0.155555555556
The Sassenach wants his morning rashers.,"[3, 9, 5, 3, 7, 7]",34,[1 3 1 1 2 2],10,0.2
"His head halted again for a moment at the top of the staircase, level with the roof:  --Don't mope over it all day, he said.","[3, 4, 6, 5, 3, 1, 6, 2, 3, 3, 2, 3, 9, 5, 4, 3, 4, 2, 3, 4, 4, 2, 3, 3, 2, 4]",93,[1 2 1 2 1 1 2 1 1 1 1 1 2 2 1 1 1 1 0 1 2 1 1 1 1 1],31,0.5
I'm inconsequent.,"[1, 2, 12]",15,[1 0 4],5,0.0
Give up the moody brooding.,"[4, 2, 3, 5, 8]",22,[1 1 1 2 2],7,0.0
His head vanished but the drone of his descending voice boomed out of the stairhead:       _And no more turn aside and brood      Upon love's bitter mystery      For Fergus rules the brazen cars._   Woodshadows floated silently by through the morning peace from the stairhead seaward where he gazed.,"[3, 4, 8, 3, 3, 5, 2, 3, 10, 5, 6, 3, 2, 3, 9, 3, 2, 4, 4, 5, 3, 5, 4, 4, 2, 6, 7, 3, 6, 5, 3, 6, 4, 11, 7, 8, 2, 7, 3, 7, 5, 4, 3, 9, 7, 5, 2, 5]",230,"[1 2 2 1 1 1 1 1 3 1 1 1 1 1 3 1 1 1 1 2 1 1 2 1 0 2 3 1 2 1 1 2 1 3 1 3 1
 1 1 2 2 1 1 3 3 1 1 1]",70,0.0375
"Inshore and farther out the mirror of water whitened, spurned by lightshod hurrying feet.","[7, 3, 7, 3, 3, 6, 2, 5, 8, 7, 2, 9, 8, 4]",74,[2 1 2 1 1 2 1 2 2 1 1 2 2 1],21,0.0
White breast of the dim sea.,"[5, 6, 2, 3, 3, 3]",22,[1 2 1 1 1 2],8,0.05
"The twining stresses, two by two.","[3, 7, 8, 3, 2, 3]",26,[1 2 1 1 1 1],7,0.0
"A hand plucking the harpstrings, merging their twining chords.","[1, 4, 8, 3, 11, 7, 5, 7, 6]",52,[1 1 2 1 2 2 1 2 1],13,0.0
Wavewhite wedded words shimmering on the dim tide.,"[9, 6, 5, 10, 2, 3, 3, 4]",42,[3 1 1 3 1 1 1 1],12,0.1
"A cloud began to cover the sun slowly, wholly, shadowing the bay in deeper green.","[1, 5, 5, 2, 5, 3, 3, 6, 6, 9, 3, 3, 2, 6, 5]",64,[1 1 2 1 2 1 1 2 2 3 1 1 1 2 1],22,-0.25
"It lay beneath him, a bowl of bitter waters.","[2, 3, 7, 3, 1, 4, 2, 6, 6]",34,[1 1 3 1 1 1 1 2 2],13,-0.1
"Fergus' song: I sang it alone in the house, holding down the long dark chords.","[6, 4, 1, 4, 2, 5, 2, 3, 5, 7, 4, 3, 4, 4, 6]",60,[2 1 1 1 1 2 1 1 1 2 1 1 1 1 1],18,-0.118518518519
Her door was open: she wanted to hear my music.,"[3, 4, 3, 4, 3, 6, 2, 4, 2, 5]",36,[1 1 1 2 0 1 1 2 1 2],12,0.0
Silent with awe and pity I went to her bedside.,"[6, 4, 3, 3, 4, 1, 4, 2, 3, 7]",37,[2 1 1 1 2 1 1 1 1 2],13,-0.05
She was crying in her wretched bed.,"[3, 3, 6, 2, 3, 8, 3]",28,[0 1 1 1 1 1 0],5,-0.2
"For those words, Stephen: love's bitter mystery.","[3, 5, 5, 7, 4, 2, 6, 7]",39,[1 1 1 2 1 0 2 3],11,0.2
Where now?,"[5, 3]",8,[1 1],2,0.0
"Her secrets: old featherfans, tasselled dancecards, powdered with musk, a gaud of amber beads in her locked drawer.","[3, 7, 3, 11, 9, 10, 8, 4, 4, 1, 4, 2, 5, 5, 2, 3, 6, 6]",93,[1 2 1 4 2 3 2 1 1 1 1 1 2 2 1 1 1 2],29,0.1
A birdcage hung in the sunny window of her house when she was a girl.,"[1, 8, 4, 2, 3, 5, 6, 2, 3, 5, 4, 3, 3, 1, 4]",54,[1 2 1 1 1 2 2 1 1 1 1 0 1 1 1],17,0.0
"She heard old Royce sing in the pantomime of Turko the Terrible and laughed with others when he sang:       _I am the boy      That can enjoy      Invisibility._   Phantasmal mirth, folded away: muskperfumed.","[3, 5, 3, 5, 4, 2, 3, 9, 2, 5, 3, 8, 3, 7, 4, 6, 4, 2, 4, 1, 2, 3, 3, 4, 3, 5, 12, 10, 5, 6, 4, 12]",152,[0 2 1 1 1 1 1 3 1 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 6 3 1 1 2 3],48,0.05
_And no more turn aside and brood._   Folded away in the memory of nature with her toys.,"[3, 2, 4, 4, 5, 3, 5, 6, 4, 2, 3, 6, 2, 6, 4, 3, 4]",66,[1 1 1 1 2 1 1 1 2 1 1 3 1 2 1 1 1],22,-0.25
Memories beset his brooding brain.,"[8, 5, 3, 8, 5]",29,[3 2 1 2 1],9,0.0
Her glass of water from the kitchen tap when she had approached the sacrament.,"[3, 5, 2, 5, 4, 3, 7, 3, 4, 3, 3, 10, 3, 9]",64,[1 1 1 2 1 1 2 1 1 0 1 2 1 3],18,0.0
"A cored apple, filled with brown sugar, roasting for her at the hob on a dark autumn evening.","[1, 5, 5, 6, 4, 5, 5, 8, 3, 3, 2, 3, 3, 2, 1, 4, 6, 7]",73,[1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 2 3],23,0.125
Her shapely fingernails reddened by the blood of squashed lice from the children's shirts.,"[3, 7, 11, 8, 2, 3, 5, 2, 8, 4, 4, 3, 8, 2, 6]",76,[1 3 3 2 1 1 1 1 1 1 1 1 2 0 1],20,0.0
"In a dream, silently, she had come to him, her wasted body within its loose graveclothes giving off an odour of wax and rosewood, her breath, bent over him with mute secret words, a faint odour of wetted ashes.","[2, 1, 5, 8, 3, 3, 4, 2, 3, 3, 6, 4, 6, 3, 5, 12, 6, 3, 2, 5, 2, 3, 3, 8, 3, 6, 4, 4, 3, 4, 4, 6, 5, 1, 5, 5, 2, 6, 5]",165,"[1 1 2 3 0 1 1 1 1 1 1 2 2 1 1 3 2 1 1 2 1 1 1 3 1 2 1 2 1 1 1 2 1 1 1 2 1
 1 1]",53,-0.235384615385
"Her glazing eyes, staring out of death, to shake and bend my soul.","[3, 7, 4, 7, 3, 2, 5, 2, 5, 3, 4, 2, 4]",51,[1 2 0 2 1 1 2 1 1 1 1 1 1],15,0.0
On me alone.,"[2, 2, 5]",9,[1 1 2],4,0.0
The ghostcandle to light her agony.,"[3, 11, 2, 5, 3, 5]",29,[1 2 1 1 1 3],9,0.4
Ghostly light on the tortured face.,"[7, 5, 2, 3, 8, 4]",29,[2 1 1 1 2 1],8,0.4
"Her hoarse loud breath rattling in horror, while all prayed on their knees.","[3, 6, 4, 6, 8, 2, 6, 5, 3, 6, 2, 5, 5]",61,[1 1 1 2 2 1 2 1 1 0 1 1 0],14,0.1
Her eyes on me to strike me down.,"[3, 4, 2, 2, 2, 6, 2, 4]",25,[1 0 1 1 1 1 1 1],7,-0.155555555556
_Liliata rutilantium te confessorum turma circumdet: iubilantium te virginum chorus excipiat._  Ghoul!,"[7, 11, 2, 11, 5, 9, 11, 2, 8, 6, 8, 5]",85,[4 4 1 4 2 3 4 1 3 2 4 1],33,0.0
Chewer of corpses!,"[6, 2, 7]",15,[2 1 1],4,0.0
"No, mother!","[2, 6]",8,[1 2],3,0.0
Let me be and let me live.,"[3, 2, 2, 3, 3, 2, 4]",19,[1 1 1 1 1 1 1],7,0.136363636364
--Kinch ahoy!,"[5, 4]",9,[1 2],3,0.0
Buck Mulligan's voice sang from within the tower.,"[4, 8, 2, 5, 4, 4, 6, 3, 5]",41,[1 3 0 1 1 1 2 1 2],12,0.0
"It came nearer up the staircase, calling again.","[2, 4, 6, 2, 3, 9, 7, 5]",38,[1 1 3 1 1 2 2 2],13,0.0
"Stephen, still trembling at his soul's cry, heard warm running sunlight and in the air behind him friendly words.","[7, 5, 9, 2, 3, 4, 2, 3, 5, 4, 7, 8, 3, 2, 3, 3, 6, 3, 8, 5]",92,[2 1 2 1 1 1 0 1 2 1 2 2 1 1 1 1 2 1 3 1],27,0.191666666667
"--Dedalus, come down, like a good mosey.","[7, 4, 4, 4, 1, 4, 5]",29,[3 1 1 1 1 1 2],10,0.272222222222
Breakfast is ready.,"[9, 2, 5]",16,[3 1 3],7,0.2
Haines is apologising for waking us last night.,"[6, 2, 11, 3, 6, 2, 4, 5]",39,[1 1 5 1 2 1 1 1],13,0.0
It's all right.,"[2, 2, 3, 5]",12,[1 0 1 1],3,0.285714285714
"--I'm coming, Stephen said, turning.","[1, 2, 6, 7, 4, 7]",27,[1 0 2 2 1 2],8,0.0
"--Do, for Jesus' sake, Buck Mulligan said.","[2, 3, 5, 4, 4, 8, 4]",30,[1 1 2 1 1 3 1],10,0.0
For my sake and for all our sakes.,"[3, 2, 4, 3, 3, 3, 3, 5]",26,[1 1 1 1 1 1 1 1],8,0.0
His head disappeared and reappeared.,"[3, 4, 11, 3, 10]",31,[1 2 4 1 4],12,0.0
--I told him your symbol of Irish art.,"[1, 4, 3, 4, 6, 2, 5, 3]",28,[1 1 1 1 2 1 2 1],10,0.0
He says it's very clever.,"[2, 4, 2, 2, 4, 6]",20,[1 1 1 0 2 2],7,0.216666666667
"Touch him for a quid, will you?","[5, 3, 3, 1, 4, 4, 3]",23,[1 1 1 1 1 1 1],7,0.0
"A guinea, I mean.","[1, 6, 1, 4]",12,[1 3 1 2],7,-0.3125
"--I get paid this morning, Stephen said.","[1, 3, 4, 4, 7, 7, 4]",30,[1 1 1 1 2 2 1],9,0.0
--The school kip?,"[3, 6, 3]",12,[1 1 1],3,0.0
Buck Mulligan said.,"[4, 8, 4]",16,[1 3 1],5,0.0
How much?,"[3, 4]",7,[1 1],2,0.2
Four quid?,"[4, 4]",8,[1 1],2,0.0
Lend us one.,"[4, 2, 3]",9,[1 1 1],3,0.0
"--If you want it, Stephen said.","[2, 3, 4, 2, 7, 4]",22,[1 1 1 1 2 1],7,0.0
"--Four shining sovereigns, Buck Mulligan cried with delight.","[4, 7, 10, 4, 8, 5, 4, 7]",49,[1 2 3 1 3 1 1 2],14,0.0
We'll have a glorious drunk to astonish the druidy druids.,"[2, 3, 4, 1, 8, 5, 2, 8, 3, 6, 6]",48,[1 0 1 1 2 1 1 3 1 2 1],14,-0.5
Four omnipotent sovereigns.,"[4, 10, 10]",24,[1 4 3],8,0.0
"He flung up his hands and tramped down the stone stairs, singing out of tune with a Cockney accent:       _O, won't we have a merry time,      Drinking whisky, beer and wine!","[2, 5, 2, 3, 5, 3, 7, 4, 3, 5, 6, 7, 3, 2, 4, 4, 1, 7, 6, 1, 2, 3, 2, 4, 1, 5, 4, 8, 6, 4, 3, 4]",126,[1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 0 1 1 1 2 1 2 2 1 1 1],37,-0.194444444444
"On coronation,      Coronation day!","[2, 10, 10, 3]",25,[1 4 4 1],10,0.0
"O, won't we have a merry time      On coronation day!_   Warm sunshine merrying over the sea.","[1, 2, 3, 2, 4, 1, 5, 4, 2, 10, 3, 4, 8, 8, 4, 3, 3]",67,[1 1 0 1 1 1 2 1 1 4 1 1 2 2 2 1 2],24,0.6
"The nickel shavingbowl shone, forgotten, on the parapet.","[3, 6, 11, 5, 9, 2, 3, 7]",46,[1 2 3 1 3 1 1 3],15,0.0
Why should I bring it down?,"[3, 6, 1, 5, 2, 4]",21,[1 1 1 1 1 1],6,-0.155555555556
"Or leave it there all day, forgotten friendship?","[2, 5, 2, 5, 3, 3, 9, 10]",39,[1 2 1 1 1 1 3 3],13,0.0
"He went over to it, held it in his hands awhile, feeling its coolness, smelling the clammy slaver of the lather in which the brush was stuck.","[2, 4, 4, 2, 2, 4, 2, 2, 3, 5, 6, 7, 3, 8, 8, 3, 6, 6, 2, 3, 6, 2, 5, 3, 5, 3, 5]",111,[1 1 2 1 1 1 1 1 1 1 2 2 1 2 2 1 2 2 1 1 2 1 1 1 1 1 1],35,0.0
So I carried the boat of incense then at Clongowes.,"[2, 1, 7, 3, 4, 2, 7, 4, 2, 9]",41,[1 1 2 1 1 1 2 1 1 2],13,0.0
I am another now and yet the same.,"[1, 2, 7, 3, 3, 3, 3, 4]",26,[1 1 3 1 1 1 1 1],10,0.0
A servant too.,"[1, 7, 3]",11,[1 2 1],4,0.0
A server of a servant.,"[1, 6, 2, 1, 7]",17,[1 2 1 1 2],7,0.0
"In the gloomy domed livingroom of the tower Buck Mulligan's gowned form moved briskly to and fro about the hearth, hiding and revealing its yellow glow.","[2, 3, 6, 5, 10, 2, 3, 5, 4, 8, 2, 6, 4, 5, 7, 2, 3, 3, 5, 3, 6, 6, 3, 9, 3, 6, 4]",125,[1 1 2 1 3 1 1 2 1 3 0 1 1 1 2 1 1 1 2 1 2 2 1 4 1 2 1],40,0.0
"Two shafts of soft daylight fell across the flagged floor from the high barbacans: and at the meeting of their rays a cloud of coalsmoke and fumes of fried grease floated, turning.","[3, 6, 2, 4, 8, 4, 6, 3, 7, 5, 4, 3, 4, 9, 3, 2, 3, 7, 2, 5, 4, 1, 5, 2, 9, 3, 5, 2, 5, 6, 7, 7]",146,[1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 2],40,0.13
"--We'll be choked, Buck Mulligan said.","[2, 3, 2, 6, 4, 8, 4]",29,[1 0 1 1 1 3 1],8,0.0
"Haines, open that door, will you?","[6, 4, 4, 4, 4, 3]",25,[1 2 1 1 1 1],7,0.0
Stephen laid the shavingbowl on the locker.,"[7, 4, 3, 11, 2, 3, 6]",36,[2 1 1 3 1 1 2],11,0.0
"A tall figure rose from the hammock where it had been sitting, went to the doorway and pulled open the inner doors.","[1, 4, 6, 4, 4, 3, 7, 5, 2, 3, 4, 7, 4, 2, 3, 7, 3, 6, 4, 3, 5, 5]",92,[1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 2 1],28,0.2
--Have you the key?,"[4, 3, 3, 3]",13,[1 1 1 1],4,0.0
a voice asked.,"[1, 5, 5]",11,[1 1 1],3,0.0
"--Dedalus has it, Buck Mulligan said.","[7, 3, 2, 4, 8, 4]",28,[3 1 1 1 3 1],10,0.0
"Janey Mack, I'm choked!","[5, 4, 1, 2, 6]",18,[2 1 1 0 1],5,0.0
"He howled, without looking up from the fire:  --Kinch!","[2, 6, 7, 7, 2, 4, 3, 4, 5]",40,[1 1 2 2 1 1 1 1 1],11,0.0
"--It's in the lock, Stephen said, coming forward.","[2, 2, 2, 3, 4, 7, 4, 6, 7]",37,[1 0 1 1 1 2 1 2 2],11,0.0
"The key scraped round harshly twice and, when the heavy door had been set ajar, welcome light and bright air entered.","[3, 3, 7, 5, 7, 5, 3, 4, 3, 5, 4, 3, 4, 3, 4, 7, 5, 3, 6, 3, 7]",94,[1 1 1 1 2 1 1 1 1 3 1 1 1 1 2 2 1 1 1 1 2],27,0.185714285714
"Haines stood at the doorway, looking out.","[6, 5, 2, 3, 7, 7, 3]",33,[1 1 1 1 2 2 1],9,0.0
Stephen haled his upended valise to the table and sat down to wait.,"[7, 5, 3, 7, 6, 2, 3, 5, 3, 3, 4, 2, 4]",54,[2 1 1 2 2 1 1 1 1 1 1 1 1],16,-0.155555555556
Buck Mulligan tossed the fry on to the dish beside him.,"[4, 8, 6, 3, 3, 2, 2, 3, 4, 6, 3]",44,[1 3 1 1 1 1 1 1 1 2 1],14,0.0
"Then he carried the dish and a large teapot over to the table, set them down heavily and sighed with relief.","[4, 2, 7, 3, 4, 3, 1, 5, 6, 4, 2, 3, 5, 3, 4, 4, 7, 3, 6, 4, 6]",86,[1 1 2 1 1 1 1 1 3 2 1 1 1 1 1 1 4 1 1 1 3],30,-0.0470899470899
"--I'm melting, he said, as the candle remarked when...","[1, 2, 7, 2, 4, 2, 3, 6, 8, 4]",39,[1 0 2 1 1 1 1 1 2 1],11,0.0
"But, hush!","[3, 4]",7,[1 1],2,0.0
Not a word more on that subject!,"[3, 1, 4, 4, 2, 4, 7]",25,[1 1 1 1 1 1 2],8,0.145833333333
"Kinch, wake up!","[5, 4, 2]",11,[1 1 1],3,0.0
"Bread, butter, honey.","[5, 6, 5]",16,[2 2 2],6,0.0
"Haines, come in.","[6, 4, 2]",12,[1 1 1],3,0.0
The grub is ready.,"[3, 4, 2, 5]",14,[1 1 1 3],6,0.2
